wind_speed,swr,a_seiche,par_id
1.2476,1.2718,0.0027496,p0705
0.53331,0.70692,0.0025629,p0706
0.50667,1.2139,0.0014025,p0707
1.3181,0.54788,0.0022925,p0708
1.4856,0.74959,0.001958,p0709
1.1856,1.2649,0.0021515,p0710
0.61071,0.50775,0.002501,p0711
1.2737,0.70934,0.0026052,p0712
0.96121,1.2242,0.0023493,p0713
1.0158,0.83023,0.00086469,p0714
0.63536,1.407,0.001972,p0715
0.82382,1.4877,0.0023643,p0716
1.407,1.368,0.00081198,p0717
1.4222,0.80775,0.0010869,p0718
0.51806,1.2884,0.00081503,p0719
1.3865,0.75635,0.0015454,p0720
0.98688,1.3457,0.0012385,p0721
1.4135,1.0632,0.0019421,p0722
1.389,0.55529,0.0021046,p0723
0.85238,1.4245,0.00083838,p0724
1.4399,1.3565,0.0012616,p0725
0.63624,0.55343,0.0012038,p0726
0.90267,1.2732,0.0015851,p0727
1.1382,0.88775,0.0011572,p0728
0.54737,1.3099,0.0011065,p0729
1.445,1.0927,0.0022467,p0730
1.2097,1.0569,0.0013241,p0731
0.60068,0.96748,0.0014054,p0732
0.74348,0.65223,0.0010427,p0733
0.75774,1.2938,0.0029909,p0734
0.67674,0.5867,0.0029597,p0735
0.81535,0.97678,0.0017259,p0736
1.0017,1.1863,0.0017162,p0737
0.85697,0.60462,0.0010074,p0738
0.88938,1.3918,0.0019792,p0739
0.60532,1.1706,0.00094911,p0740
0.54035,1.2471,0.0024765,p0741
0.88299,0.81794,0.0029996,p0742
0.58998,0.85144,0.0014313,p0743
1.0223,0.9945,0.0010948,p0744
0.91411,1.0003,0.0020615,p0745
1.0743,1.3735,0.00089209,p0746
1.2781,0.58293,0.0021023,p0747
1.0255,0.50006,0.0011834,p0748
0.77612,1.2815,0.0011262,p0749
0.74189,1.3002,0.001945,p0750
0.62457,1.2267,0.0018044,p0751
1.3881,0.66026,0.0026003,p0752
1.3105,0.59304,0.0024581,p0753
0.6477,1.4185,0.0024626,p0754
1.1661,1.1588,0.0024754,p0755
0.95413,0.92981,0.0022691,p0756
0.52789,1.0259,0.0010261,p0757
0.93966,0.56054,0.0020285,p0758
1.1365,1.2998,0.0015467,p0759
0.86004,0.83304,0.0025722,p0760
1.2699,1.0299,0.00088892,p0761
0.63251,1.38,0.00092596,p0762
0.83167,0.83797,0.0025481,p0763
0.63434,1.3557,0.002623,p0764
0.97561,0.90956,0.001212,p0765
1.1737,0.91387,0.0016284,p0766
1.1897,1.0755,0.0024444,p0767
0.83597,1.0391,0.0022954,p0768
0.6261,1.3746,0.0027027,p0769
0.89217,1.2835,0.00099286,p0770
1.1126,0.5017,0.00087486,p0771
0.73769,0.89099,0.0014225,p0772
1.4842,1.4352,0.0014909,p0773
1.222,0.91168,0.0024431,p0774
1.3767,1.4959,0.0014682,p0775
0.74879,0.90726,0.0011146,p0776
1.4814,1.069,0.0021536,p0777
0.86342,0.5504,0.0012212,p0778
1.0208,1.1676,0.0011554,p0779
0.78366,1.3422,0.0025146,p0780
0.87099,1.136,0.0012087,p0781
0.92545,0.91289,0.00093612,p0782
0.8384,0.51432,0.0011025,p0783
0.82462,1.037,0.0026952,p0784
0.75635,1.4566,0.0029616,p0785
1.2774,0.52918,0.0011862,p0786
1.4772,0.7868,0.0016751,p0787
0.51956,0.93747,0.0008314,p0788
0.67239,0.68435,0.0023519,p0789
1.4586,1.4267,0.0025497,p0790
0.81442,0.63643,0.0028775,p0791
1.0667,0.5215,0.002439,p0792
1.0796,0.50892,0.0017541,p0793
0.80324,1.4869,0.00086714,p0794
1.4001,0.60177,0.0026239,p0795
0.70472,0.63118,0.0016195,p0796
1.4889,0.86399,0.0016813,p0797
1.0998,1.2442,0.0028457,p0798
1.1062,1.4637,0.0011689,p0799
0.71341,0.89784,0.0012859,p0800
1.1678,0.57707,0.00085722,p0801
0.67961,1.188,0.00167,p0802
1.3462,0.93066,0.0022188,p0803
1.4577,0.78833,0.0016797,p0804
0.75081,1.1593,0.002334,p0805
1.1614,0.67024,0.0018507,p0806
1.2002,0.71472,0.0020762,p0807
0.70185,1.0172,0.0023666,p0808
1.0233,1.2102,0.0019227,p0809
1.1533,0.71301,0.0025263,p0810
0.92376,1.4891,0.001346,p0811
0.71931,1.1092,0.0016261,p0812
1.1551,1.1779,0.0023485,p0813
1.1406,0.8805,0.0016036,p0814
0.94953,0.65366,0.0017194,p0815
1.2048,0.82435,0.0023783,p0816
1.2795,1.1849,0.0023628,p0817
0.61912,1.1908,0.0012702,p0818
0.7285,1.029,0.0021193,p0819
0.80155,0.6351,0.0014593,p0820
1.1201,1.1877,0.0027053,p0821
0.95535,1.0597,0.0022533,p0822
0.56661,1.173,0.0017123,p0823
1.3955,0.93883,0.0018621,p0824
0.59994,1.3399,0.0024185,p0825
0.92265,1.0771,0.0029919,p0826
1.2637,0.75012,0.0018222,p0827
0.97612,1.0311,0.0012987,p0828
0.99269,0.90657,0.0024792,p0829
1.2748,1.2497,0.0018692,p0830
0.92026,0.73678,0.0026872,p0831
0.7545,0.99724,0.0021776,p0832
0.61179,0.98546,0.0022285,p0833
1.3007,0.76484,0.0029326,p0834
0.6811,0.87156,0.0015073,p0835
0.76574,0.50639,0.0015543,p0836
0.89723,1.3446,0.0022276,p0837
0.63832,0.66943,0.0018492,p0838
0.62903,1.388,0.0028859,p0839
0.87502,0.59059,0.0019015,p0840
1.2191,0.97341,0.001356,p0841
0.78444,0.76826,0.0015322,p0842
1.4046,1.0487,0.0015953,p0843
0.94301,1.0743,0.001714,p0844
1.1945,0.6893,0.0010407,p0845
0.6399,1.0903,0.0012534,p0846
0.62091,0.61522,0.001218,p0847
1.4269,0.92353,0.001289,p0848
1.2575,1.0841,0.0021944,p0849
1.1631,1.186,0.0012753,p0850
1.4596,0.92096,0.0010492,p0851
0.63121,0.78928,0.001617,p0852
1.3336,0.81674,0.0023024,p0853
0.63783,0.65766,0.0027296,p0854
0.91193,0.90146,0.0018107,p0855
0.92854,1.28,0.00097081,p0856
0.81169,0.70038,0.0020181,p0857
0.6037,1.0424,0.0011642,p0858
1.0841,1.1421,0.00087985,p0859
1.0437,1.1262,0.0016546,p0860
1.0314,1.3934,0.002199,p0861
0.77213,0.53362,0.0010167,p0862
1.2016,1.3779,0.0018367,p0863
1.3133,1.3678,0.0026593,p0864
1.2879,1.2256,0.002907,p0865
1.1452,0.86177,0.00082465,p0866
1.2884,0.71063,0.0014279,p0867
0.52144,0.87265,0.001339,p0868
1.1248,1.395,0.0010234,p0869
0.59629,0.59881,0.0013947,p0870
1.1642,0.50277,0.0016971,p0871
0.83499,0.57322,0.0021211,p0872
1.3859,1.0528,0.00082718,p0873
1.4895,0.56914,0.0028718,p0874
0.65678,0.53522,0.001449,p0875
0.68418,1.0205,0.0011299,p0876
1.029,1.1496,0.0012243,p0877
1.2687,0.91496,0.0019104,p0878
1.0056,0.84806,0.0010907,p0879
1.4665,0.90027,0.0016605,p0880
1.1276,1.3978,0.0015361,p0881
0.85055,0.78393,0.0014532,p0882
0.69299,0.6827,0.0025577,p0883
1.0599,1.0999,0.0025788,p0884
1.49,0.53171,0.0015386,p0885
0.64576,1.0963,0.0011524,p0886
1.1441,1.3885,0.0020313,p0887
0.77948,1.3202,0.0015581,p0888
0.94829,0.82922,0.0023593,p0889
1.0826,0.61385,0.0018591,p0890
1.3666,0.71566,0.0021118,p0891
0.73366,1.32,0.0021424,p0892
1.3047,0.62582,0.0014196,p0893
0.88192,0.8311,0.002833,p0894
0.96501,1.2391,0.0024942,p0895
1.1159,1.227,0.002258,p0896
0.64859,1.3648,0.0023156,p0897
1.2321,1.4206,0.0025755,p0898
1.1573,0.64904,0.0021388,p0899
0.92437,1.0706,0.0022735,p0900
1.211,0.51532,0.0028814,p0901
1.2853,0.69108,0.0010055,p0902
1.114,0.8124,0.00084768,p0903
0.78814,1.2053,0.0017233,p0904
0.95911,1.237,0.0016328,p0905
1.2546,1.0737,0.0026972,p0906
0.99699,0.59701,0.0011338,p0907
0.62323,0.57049,0.0012744,p0908
1.1001,1.1482,0.0018986,p0909
1.2297,1.2683,0.0023116,p0910
1.3649,0.65178,0.0027978,p0911
0.84108,1.419,0.0022332,p0912
0.80941,1.0448,0.0019856,p0913
1.0566,0.95358,0.0013179,p0914
0.64472,0.79956,0.0025655,p0915
1.4493,0.87478,0.0022437,p0916
0.98762,1.0791,0.0022316,p0917
0.70874,1.4409,0.0028063,p0918
1.4176,0.90202,0.0012784,p0919
0.50546,1.0353,0.0023163,p0920
0.77476,0.6434,0.0025231,p0921
0.82775,0.92193,0.0025345,p0922
1.4486,0.70892,0.002168,p0923
1.0709,0.84312,0.0019887,p0924
0.84907,0.60771,0.0016474,p0925
1.3528,0.59282,0.0022356,p0926
1.0199,1.1456,0.0022848,p0927
1.4373,0.62258,0.0022708,p0928
1.2201,0.60364,0.0028002,p0929
1.0943,0.56595,0.0020088,p0930
1.3703,0.80952,0.0010796,p0931
1.2417,1.1419,0.002912,p0932
1.0244,1.4977,0.002381,p0933
1.0676,0.93404,0.0011348,p0934
0.72015,0.80637,0.002393,p0935
1.2131,1.4366,0.00098789,p0936
1.4166,0.58112,0.0013784,p0937
0.58416,1.471,0.0012196,p0938
0.56397,0.88236,0.0026355,p0939
1.3053,0.89879,0.0026913,p0940
0.78633,1.3165,0.0024668,p0941
1.0581,0.80256,0.002909,p0942
1.4945,1.1827,0.0021233,p0943
0.76437,0.62444,0.0023304,p0944
0.63072,1.101,0.0018073,p0945
0.59048,0.91092,0.0020795,p0946
0.70313,0.81995,0.00082088,p0947
1.3902,1.3529,0.0016728,p0948
0.99766,1.04,0.0012959,p0949
1.4717,0.72175,0.0015342,p0950
1.0289,0.869,0.0018347,p0951
1.1197,1.4819,0.0022203,p0952
0.57088,1.3464,0.0024091,p0953
1.0399,0.78416,0.0011366,p0954
0.70772,1.4809,0.0012574,p0955
0.9187,0.57424,0.0018003,p0956
0.9306,1.4034,0.0015205,p0957
0.69037,0.54295,0.0024293,p0958
1.4195,0.74556,0.0019752,p0959
1.1044,1.0611,0.0020557,p0960
0.5341,1.3032,0.0019179,p0961
1.1471,0.66183,0.0016012,p0962
1.4688,0.69025,0.0019529,p0963
0.6739,1.4967,0.0022129,p0964
1.4928,1.4396,0.0029457,p0965
0.79513,0.94973,0.0029805,p0966
0.85194,0.74006,0.0016763,p0967
0.907,0.85097,0.0013716,p0968
1.4957,1.2309,0.0024156,p0969
1.1102,1.4007,0.0020999,p0970
0.55956,0.51169,0.0022367,p0971
1.0711,0.77028,0.0026789,p0972
1.4534,0.569,0.0029029,p0973
0.76716,1.0497,0.002114,p0974
1.0977,1.4256,0.0017646,p0975
0.62726,1.0667,0.0012464,p0976
1.3808,1.1517,0.0017771,p0977
1.1953,0.60693,0.00184,p0978
1.1518,0.76785,0.0015412,p0979
0.78927,1.3172,0.0029528,p0980
0.73578,1.2075,0.0012439,p0981
0.92145,0.5453,0.0017014,p0982
0.9691,0.58862,0.00089877,p0983
1.4461,1.1129,0.0024708,p0984
0.68787,1.0853,0.002831,p0985
1.0922,0.51649,0.0010668,p0986
0.77177,0.84214,0.0022148,p0987
1.0085,0.69245,0.0026079,p0988
1.0095,1.0458,0.0018444,p0989
0.76029,0.51288,0.0022638,p0990
0.51135,1.134,0.0025519,p0991
1.1986,1.4925,0.0027204,p0992
1.3444,1.2284,0.0027678,p0993
0.88496,1.4689,0.0023832,p0994
0.60851,0.919,0.0019339,p0995
1.493,1.0105,0.0014424,p0996
0.73112,0.53087,0.0026107,p0997
0.99548,0.85716,0.0015483,p0998
1.0442,0.96996,0.0017433,p0999
1.3731,1.0895,0.0024464,p1000
